ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,lan_kod,lan_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",20,Dalarnas län,168,3.37,123,3.95,45,2.4
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",20,Dalarnas län,446,8.94,215,6.9,231,12.3
2008,1,U00-U99,Koder för särskilda ändamål,20,Dalarnas län,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,20,Dalarnas län,..,..,-,-,..,..
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,20,Dalarnas län,38,0.76,25,0.8,13,0.69
2008,1,-00--99,Saknas/Okänd,20,Dalarnas län,111,2.22,63,2.02,48,2.56
2008,1,Samtliga,Samtliga,21,Gävleborgs län,4259,100,2675,100,1584,100
2008,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,21,Gävleborgs län,25,0.59,14,0.52,11,0.69
2008,1,C00-D48,Tumörer,21,Gävleborgs län,237,5.56,147,5.5,90,5.68
2008,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,21,Gävleborgs län,..,..,..,..,..,..
2008,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",21,Gävleborgs län,67,1.57,48,1.79,19,1.2
2008,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,21,Gävleborgs län,1252,29.4,894,33.4,358,22.6
2008,1,G00-G99,Sjukdomar i nervsystemet,21,Gävleborgs län,141,3.31,90,3.36,51,3.22
2008,1,H00-H59,Sjukdomar i ögat och närliggande organ,21,Gävleborgs län,..,..,18,0.67,..,..
2008,1,H60-H95,Sjukdomar i örat och mastoidutskottet,21,Gävleborgs län,..,..,14,0.52,..,..
2008,1,I00-I99,Cirkulationsorganens sjukdomar,21,Gävleborgs län,272,6.39,100,3.74,172,10.9
2008,1,J00-J99,Andningsorganens sjukdomar,21,Gävleborgs län,65,1.53,45,1.68,20,1.26
2008,1,K00-K93,Matsmältningsorganens sjukdomar,21,Gävleborgs län,81,1.9,35,1.31,46,2.9
2008,1,L00-L99,Hudens och underhudens sjukdomar,21,Gävleborgs län,52,1.22,35,1.31,17,1.07
2008,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,21,Gävleborgs län,1267,29.7,786,29.4,481,30.4
2008,1,N00-N99,Sjukdomar i urin- och könsorganen,21,Gävleborgs län,31,0.73,21,0.79,10,0.63
2008,1,O00-O99,"Graviditet, förlossning och barnsängstid",21,Gävleborgs län,69,1.62,69,2.58,-,-
2008,1,P00-P96,Vissa perinatala tillstånd,21,Gävleborgs län,..,..,-,-,..,..
2008,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",21,Gävleborgs län,..,..,..,..,..,..
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",21,Gävleborgs län,143,3.36,92,3.44,51,3.22
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",21,Gävleborgs län,343,8.05,152,5.68,191,12.1
2008,1,U00-U99,Koder för särskilda ändamål,21,Gävleborgs län,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,21,Gävleborgs län,..,..,..,..,-,-
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,21,Gävleborgs län,50,1.17,39,1.46,11,0.69
2008,1,-00--99,Saknas/Okänd,21,Gävleborgs län,95,2.23,61,2.28,34,2.15
2008,1,Samtliga,Samtliga,22,Västernorrlands län,5704,100,3685,100,2019,100
2008,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,22,Västernorrlands län,..,..,15,0.41,..,..
2008,1,C00-D48,Tumörer,22,Västernorrlands län,323,5.66,213,5.78,110,5.45
2008,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,22,Västernorrlands län,..,..,..,..,..,..
2008,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",22,Västernorrlands län,56,0.98,28,0.76,28,1.39
2008,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,22,Västernorrlands län,1661,29.1,1203,32.6,458,22.7
2008,1,G00-G99,Sjukdomar i nervsystemet,22,Västernorrlands län,163,2.86,96,2.61,67,3.32
2008,1,H00-H59,Sjukdomar i ögat och närliggande organ,22,Västernorrlands län,35,0.61,14,0.38,21,1.04
2008,1,H60-H95,Sjukdomar i örat och mastoidutskottet,22,Västernorrlands län,54,0.95,36,0.98,18,0.89
2008,1,I00-I99,Cirkulationsorganens sjukdomar,22,Västernorrlands län,319,5.59,124,3.36,195,9.66
2008,1,J00-J99,Andningsorganens sjukdomar,22,Västernorrlands län,79,1.38,46,1.25,33,1.63
2008,1,K00-K93,Matsmältningsorganens sjukdomar,22,Västernorrlands län,93,1.63,50,1.36,43,2.13
2008,1,L00-L99,Hudens och underhudens sjukdomar,22,Västernorrlands län,37,0.65,23,0.62,14,0.69
2008,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,22,Västernorrlands län,1781,31.2,1169,31.7,612,30.3
2008,1,N00-N99,Sjukdomar i urin- och könsorganen,22,Västernorrlands län,49,0.86,27,0.73,22,1.09
2008,1,O00-O99,"Graviditet, förlossning och barnsängstid",22,Västernorrlands län,76,1.33,76,2.06,-,-
2008,1,P00-P96,Vissa perinatala tillstånd,22,Västernorrlands län,-,-,-,-,-,-
2008,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",22,Västernorrlands län,..,..,..,..,..,..
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",22,Västernorrlands län,200,3.51,146,3.96,54,2.67
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",22,Västernorrlands län,488,8.56,249,6.76,239,11.8
2008,1,U00-U99,Koder för särskilda ändamål,22,Västernorrlands län,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,22,Västernorrlands län,..,..,-,-,..,..
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,22,Västernorrlands län,108,1.89,75,2.04,33,1.63
2008,1,-00--99,Saknas/Okänd,22,Västernorrlands län,128,2.24,76,2.06,52,2.58
2008,1,Samtliga,Samtliga,23,Jämtlands län,3480,100,2271,100,1209,100
2008,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,23,Jämtlands län,..,..,16,0.7,..,..
2008,1,C00-D48,Tumörer,23,Jämtlands län,144,4.14,109,4.8,35,2.89
2008,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,23,Jämtlands län,..,..,..,..,..,..
2008,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",23,Jämtlands län,45,1.29,33,1.45,12,0.99
2008,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,23,Jämtlands län,1046,30.1,795,35,251,20.8
2008,1,G00-G99,Sjukdomar i nervsystemet,23,Jämtlands län,92,2.64,53,2.33,39,3.23
2008,1,H00-H59,Sjukdomar i ögat och närliggande organ,23,Jämtlands län,..,..,..,..,..,..
2008,1,H60-H95,Sjukdomar i örat och mastoidutskottet,23,Jämtlands län,29,0.83,15,0.66,14,1.16
2008,1,I00-I99,Cirkulationsorganens sjukdomar,23,Jämtlands län,156,4.48,47,2.07,109,9.02
2008,1,J00-J99,Andningsorganens sjukdomar,23,Jämtlands län,42,1.21,26,1.14,16,1.32
2008,1,K00-K93,Matsmältningsorganens sjukdomar,23,Jämtlands län,51,1.47,28,1.23,23,1.9
2008,1,L00-L99,Hudens och underhudens sjukdomar,23,Jämtlands län,..,..,..,..,..,..
2008,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,23,Jämtlands län,1131,32.5,712,31.4,419,34.7
2008,1,N00-N99,Sjukdomar i urin- och könsorganen,23,Jämtlands län,..,..,15,0.66,..,..
2008,1,O00-O99,"Graviditet, förlossning och barnsängstid",23,Jämtlands län,42,1.21,42,1.85,-,-
2008,1,P00-P96,Vissa perinatala tillstånd,23,Jämtlands län,-,-,-,-,-,-
2008,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",23,Jämtlands län,..,..,..,..,-,-
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",23,Jämtlands län,99,2.84,67,2.95,32,2.65
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",23,Jämtlands län,298,8.56,136,5.99,162,13.4
2008,1,U00-U99,Koder för särskilda ändamål,23,Jämtlands län,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,23,Jämtlands län,-,-,-,-,-,-
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,23,Jämtlands län,123,3.53,92,4.05,31,2.56
2008,1,-00--99,Saknas/Okänd,23,Jämtlands län,99,2.84,64,2.82,35,2.89
2008,1,Samtliga,Samtliga,24,Västerbottens län,5175,100,3241,100,1934,100
2008,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,24,Västerbottens län,35,0.68,19,0.59,16,0.83
2008,1,C00-D48,Tumörer,24,Västerbottens län,268,5.18,182,5.62,86,4.45
2008,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,24,Västerbottens län,..,..,10,0.31,..,..
2008,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",24,Västerbottens län,49,0.95,30,0.93,19,0.98
2008,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,24,Västerbottens län,1372,26.5,974,30.1,398,20.6
2008,1,G00-G99,Sjukdomar i nervsystemet,24,Västerbottens län,190,3.67,122,3.76,68,3.52
2008,1,H00-H59,Sjukdomar i ögat och närliggande organ,24,Västerbottens län,..,..,..,..,..,..
2008,1,H60-H95,Sjukdomar i örat och mastoidutskottet,24,Västerbottens län,54,1.04,32,0.99,22,1.14
2008,1,I00-I99,Cirkulationsorganens sjukdomar,24,Västerbottens län,330,6.38,132,4.07,198,10.2
2008,1,J00-J99,Andningsorganens sjukdomar,24,Västerbottens län,88,1.7,53,1.64,35,1.81
2008,1,K00-K93,Matsmältningsorganens sjukdomar,24,Västerbottens län,92,1.78,48,1.48,44,2.28
2008,1,L00-L99,Hudens och underhudens sjukdomar,24,Västerbottens län,39,0.75,29,0.89,10,0.52
2008,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,24,Västerbottens län,1626,31.4,999,30.8,627,32.4
2008,1,N00-N99,Sjukdomar i urin- och könsorganen,24,Västerbottens län,43,0.83,27,0.83,16,0.83
2008,1,O00-O99,"Graviditet, förlossning och barnsängstid",24,Västerbottens län,67,1.29,67,2.07,-,-
2008,1,P00-P96,Vissa perinatala tillstånd,24,Västerbottens län,..,..,-,-,..,..
2008,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",24,Västerbottens län,..,..,..,..,..,..
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",24,Västerbottens län,166,3.21,117,3.61,49,2.53
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",24,Västerbottens län,425,8.21,219,6.76,206,10.7
2008,1,U00-U99,Koder för särskilda ändamål,24,Västerbottens län,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,24,Västerbottens län,..,..,..,..,..,..
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,24,Västerbottens län,74,1.43,47,1.45,27,1.4
2008,1,-00--99,Saknas/Okänd,24,Västerbottens län,211,4.08,120,3.7,91,4.71
2008,1,Samtliga,Samtliga,25,Norrbottens län,4674,100,3023,100,1651,100
2008,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,25,Norrbottens län,..,..,..,..,..,..
2008,1,C00-D48,Tumörer,25,Norrbottens län,224,4.79,148,4.9,76,4.6
2008,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,25,Norrbottens län,..,..,..,..,..,..
2008,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",25,Norrbottens län,48,1.03,33,1.09,15,0.91
2008,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,25,Norrbottens län,1339,28.6,941,31.1,398,24.1
2008,1,G00-G99,Sjukdomar i nervsystemet,25,Norrbottens län,135,2.89,82,2.71,53,3.21
2008,1,H00-H59,Sjukdomar i ögat och närliggande organ,25,Norrbottens län,28,0.6,18,0.6,10,0.61
2008,1,H60-H95,Sjukdomar i örat och mastoidutskottet,25,Norrbottens län,29,0.62,18,0.6,11,0.67
2008,1,I00-I99,Cirkulationsorganens sjukdomar,25,Norrbottens län,282,6.03,119,3.94,163,9.87
2008,1,J00-J99,Andningsorganens sjukdomar,25,Norrbottens län,70,1.5,44,1.46,26,1.57
2008,1,K00-K93,Matsmältningsorganens sjukdomar,25,Norrbottens län,62,1.33,38,1.26,24,1.45
2008,1,L00-L99,Hudens och underhudens sjukdomar,25,Norrbottens län,58,1.24,39,1.29,19,1.15
2008,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,25,Norrbottens län,1530,32.7,1027,34,503,30.5
2008,1,N00-N99,Sjukdomar i urin- och könsorganen,25,Norrbottens län,41,0.88,24,0.79,17,1.03
2008,1,O00-O99,"Graviditet, förlossning och barnsängstid",25,Norrbottens län,53,1.13,53,1.75,-,-
2008,1,P00-P96,Vissa perinatala tillstånd,25,Norrbottens län,-,-,-,-,-,-
2008,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",25,Norrbottens län,..,..,..,..,..,..
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",25,Norrbottens län,152,3.25,109,3.61,43,2.6
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",25,Norrbottens län,396,8.47,188,6.22,208,12.6
2008,1,U00-U99,Koder för särskilda ändamål,25,Norrbottens län,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,25,Norrbottens län,..,..,..,..,..,..
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,25,Norrbottens län,58,1.24,39,1.29,19,1.15
2008,1,-00--99,Saknas/Okänd,25,Norrbottens län,133,2.85,84,2.78,49,2.97
2008,1,Samtliga,Samtliga,SA,Saknas/Felaktigt,86,100,34,100,52,100
2008,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,C00-D48,Tumörer,SA,Saknas/Felaktigt,..,..,..,..,-,-
2008,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",SA,Saknas/Felaktigt,..,..,-,-,..,..
2008,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,SA,Saknas/Felaktigt,..,..,..,..,..,..
2008,1,G00-G99,Sjukdomar i nervsystemet,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,H00-H59,Sjukdomar i ögat och närliggande organ,SA,Saknas/Felaktigt,..,..,-,-,..,..
2008,1,H60-H95,Sjukdomar i örat och mastoidutskottet,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,I00-I99,Cirkulationsorganens sjukdomar,SA,Saknas/Felaktigt,..,..,..,..,..,..
2008,1,J00-J99,Andningsorganens sjukdomar,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,K00-K93,Matsmältningsorganens sjukdomar,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,L00-L99,Hudens och underhudens sjukdomar,SA,Saknas/Felaktigt,..,..,-,-,..,..
2008,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,SA,Saknas/Felaktigt,29,33.7,15,44.1,14,26.9
2008,1,N00-N99,Sjukdomar i urin- och könsorganen,SA,Saknas/Felaktigt,..,..,..,..,-,-
2008,1,O00-O99,"Graviditet, förlossning och barnsängstid",SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,P00-P96,Vissa perinatala tillstånd,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",SA,Saknas/Felaktigt,..,..,-,-,..,..
2008,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",SA,Saknas/Felaktigt,..,..,-,-,..,..
2008,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",SA,Saknas/Felaktigt,..,..,..,..,..,..
2008,1,U00-U99,Koder för särskilda ändamål,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,V01-Y98,Yttre orsaker till sjukdom och död,SA,Saknas/Felaktigt,-,-,-,-,-,-
2008,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,SA,Saknas/Felaktigt,..,..,-,-,..,..
2008,1,-00--99,Saknas/Okänd,SA,Saknas/Felaktigt,..,..,..,..,16,30.8
2008,2,Samtliga,Samtliga,01,Stockholms län,27588,100,18072,100,9516,100
2008,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,01,Stockholms län,267,0.97,152,0.84,115,1.21
2008,2,C00-D48,Tumörer,01,Stockholms län,1955,7.09,1362,7.54,593,6.23
2008,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,01,Stockholms län,89,0.32,58,0.32,31,0.33
2008,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",01,Stockholms län,340,1.23,216,1.2,124,1.3
2008,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,01,Stockholms län,9458,34.3,6671,36.9,2787,29.3
2008,2,G00-G99,Sjukdomar i nervsystemet,01,Stockholms län,823,2.98,530,2.93,293,3.08
2008,2,H00-H59,Sjukdomar i ögat och närliggande organ,01,Stockholms län,130,0.47,74,0.41,56,0.59
2008,2,H60-H95,Sjukdomar i örat och mastoidutskottet,01,Stockholms län,165,0.6,120,0.66,45,0.47
2008,2,I00-I99,Cirkulationsorganens sjukdomar,01,Stockholms län,1283,4.65,516,2.86,767,8.06
2008,2,J00-J99,Andningsorganens sjukdomar,01,Stockholms län,378,1.37,245,1.36,133,1.4
2008,2,K00-K93,Matsmältningsorganens sjukdomar,01,Stockholms län,582,2.11,351,1.94,231,2.43
2008,2,L00-L99,Hudens och underhudens sjukdomar,01,Stockholms län,157,0.57,100,0.55,57,0.6
2008,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,01,Stockholms län,6634,24,4092,22.6,2542,26.7
2008,2,N00-N99,Sjukdomar i urin- och könsorganen,01,Stockholms län,222,0.8,131,0.72,91,0.96
2008,2,O00-O99,"Graviditet, förlossning och barnsängstid",01,Stockholms län,1125,4.08,1125,6.23,-,-
2008,2,P00-P96,Vissa perinatala tillstånd,01,Stockholms län,..,..,-,-,..,..
2008,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",01,Stockholms län,..,..,..,..,14,0.15
2008,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",01,Stockholms län,1090,3.95,765,4.23,325,3.42
2008,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",01,Stockholms län,1826,6.62,850,4.7,976,10.3
2008,2,U00-U99,Koder för särskilda ändamål,01,Stockholms län,-,-,-,-,-,-
2008,2,V01-Y98,Yttre orsaker till sjukdom och död,01,Stockholms län,..,..,..,..,..,..
2008,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,01,Stockholms län,449,1.63,317,1.75,132,1.39
2008,2,-00--99,Saknas/Okänd,01,Stockholms län,562,2.04,363,2.01,199,2.09
2008,2,Samtliga,Samtliga,03,Uppsala län,5553,100,3392,100,2161,100
2008,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,03,Uppsala län,44,0.79,21,0.62,23,1.06
2008,2,C00-D48,Tumörer,03,Uppsala län,306,5.51,206,6.07,100,4.63
2008,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,03,Uppsala län,..,..,16,0.47,..,..
2008,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",03,Uppsala län,76,1.37,40,1.18,36,1.67
2008,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,03,Uppsala län,1655,29.8,1135,33.5,520,24.1
2008,2,G00-G99,Sjukdomar i nervsystemet,03,Uppsala län,198,3.57,131,3.86,67,3.1
2008,2,H00-H59,Sjukdomar i ögat och närliggande organ,03,Uppsala län,..,..,..,..,15,0.69
2008,2,H60-H95,Sjukdomar i örat och mastoidutskottet,03,Uppsala län,52,0.94,35,1.03,17,0.79
2008,2,I00-I99,Cirkulationsorganens sjukdomar,03,Uppsala län,297,5.35,99,2.92,198,9.16
2008,2,J00-J99,Andningsorganens sjukdomar,03,Uppsala län,77,1.39,45,1.33,32,1.48
2008,2,K00-K93,Matsmältningsorganens sjukdomar,03,Uppsala län,83,1.49,53,1.56,30,1.39
2008,2,L00-L99,Hudens och underhudens sjukdomar,03,Uppsala län,44,0.79,29,0.85,15,0.69
2008,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,03,Uppsala län,1741,31.4,1041,30.7,700,32.4
2008,2,N00-N99,Sjukdomar i urin- och könsorganen,03,Uppsala län,34,0.61,19,0.56,15,0.69
2008,2,O00-O99,"Graviditet, förlossning och barnsängstid",03,Uppsala län,85,1.53,85,2.51,-,-
2008,2,P00-P96,Vissa perinatala tillstånd,03,Uppsala län,-,-,-,-,-,-
2008,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",03,Uppsala län,..,..,..,..,..,..
2008,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",03,Uppsala län,206,3.71,130,3.83,76,3.52
2008,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",03,Uppsala län,452,8.14,206,6.07,246,11.4
2008,2,U00-U99,Koder för särskilda ändamål,03,Uppsala län,-,-,-,-,-,-
2008,2,V01-Y98,Yttre orsaker till sjukdom och död,03,Uppsala län,-,-,-,-,-,-
2008,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,03,Uppsala län,53,0.95,34,1,19,0.88
2008,2,-00--99,Saknas/Okänd,03,Uppsala län,99,1.78,55,1.62,44,2.04
2008,2,Samtliga,Samtliga,04,Södermanlands län,3933,100,2494,100,1439,100
2008,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,04,Södermanlands län,..,..,11,0.44,..,..
2008,2,C00-D48,Tumörer,04,Södermanlands län,261,6.64,167,6.7,94,6.53
2008,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,04,Södermanlands län,..,..,..,..,..,..
2008,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",04,Södermanlands län,60,1.53,36,1.44,24,1.67
2008,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,04,Södermanlands län,1205,30.6,854,34.2,351,24.4
2008,2,G00-G99,Sjukdomar i nervsystemet,04,Södermanlands län,150,3.81,104,4.17,46,3.2
2008,2,H00-H59,Sjukdomar i ögat och närliggande organ,04,Södermanlands län,..,..,..,..,..,..
2008,2,H60-H95,Sjukdomar i örat och mastoidutskottet,04,Södermanlands län,..,..,..,..,..,..
2008,2,I00-I99,Cirkulationsorganens sjukdomar,04,Södermanlands län,210,5.34,75,3.01,135,9.38
2008,2,J00-J99,Andningsorganens sjukdomar,04,Södermanlands län,48,1.22,29,1.16,19,1.32
2008,2,K00-K93,Matsmältningsorganens sjukdomar,04,Södermanlands län,74,1.88,41,1.64,33,2.29
2008,2,L00-L99,Hudens och underhudens sjukdomar,04,Södermanlands län,..,..,14,0.56,..,..
2008,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,04,Södermanlands län,1181,30,751,30.1,430,29.9
2008,2,N00-N99,Sjukdomar i urin- och könsorganen,04,Södermanlands län,37,0.94,23,0.92,14,0.97
2008,2,O00-O99,"Graviditet, förlossning och barnsängstid",04,Södermanlands län,68,1.73,68,2.73,-,-
2008,2,P00-P96,Vissa perinatala tillstånd,04,Södermanlands län,..,..,-,-,..,..
2008,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",04,Södermanlands län,..,..,..,..,..,..
2008,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",04,Södermanlands län,128,3.25,86,3.45,42,2.92
2008,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",04,Södermanlands län,294,7.48,130,5.21,164,11.4
2008,2,U00-U99,Koder för särskilda ändamål,04,Södermanlands län,-,-,-,-,-,-
2008,2,V01-Y98,Yttre orsaker till sjukdom och död,04,Södermanlands län,..,..,-,-,..,..
2008,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,04,Södermanlands län,..,..,31,1.24,..,..
2008,2,-00--99,Saknas/Okänd,04,Södermanlands län,91,2.31,51,2.04,40,2.78
2008,2,Samtliga,Samtliga,05,Östergötlands län,5944,100,3676,100,2268,100
2008,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,05,Östergötlands län,36,0.61,24,0.65,12,0.53
2008,2,C00-D48,Tumörer,05,Östergötlands län,390,6.56,265,7.21,125,5.51
2008,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,05,Östergötlands län,..,..,11,0.3,..,..
2008,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",05,Östergötlands län,53,0.89,33,0.9,20,0.88
2008,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,05,Östergötlands län,1679,28.2,1126,30.6,553,24.4
2008,2,G00-G99,Sjukdomar i nervsystemet,05,Östergötlands län,241,4.05,145,3.94,96,4.23
2008,2,H00-H59,Sjukdomar i ögat och närliggande organ,05,Östergötlands län,32,0.54,17,0.46,15,0.66
2008,2,H60-H95,Sjukdomar i örat och mastoidutskottet,05,Östergötlands län,..,..,17,0.46,..,..
2008,2,I00-I99,Cirkulationsorganens sjukdomar,05,Östergötlands län,330,5.55,111,3.02,219,9.66
2008,2,J00-J99,Andningsorganens sjukdomar,05,Östergötlands län,69,1.16,42,1.14,27,1.19
2008,2,K00-K93,Matsmältningsorganens sjukdomar,05,Östergötlands län,121,2.04,59,1.61,62,2.73
2008,2,L00-L99,Hudens och underhudens sjukdomar,05,Östergötlands län,37,0.62,22,0.6,15,0.66
